iter	Logloss
421	0.3571173318
422	0.3569816932
423	0.3567629551
424	0.3565455779
425	0.3564057016
426	0.3562808315
427	0.3560365574
428	0.3558223842
429	0.3555323431
430	0.3550666528
431	0.3547872336
432	0.3547048519
433	0.3544960577
434	0.3543259511
435	0.3541309834
436	0.35399704
437	0.3537883701
438	0.3536629099
439	0.3536516811
440	0.3535125928
441	0.3532266921
442	0.3530954058
443	0.3528966491
444	0.3528433234
445	0.3526064607
446	0.3523496685
447	0.3521979258
448	0.3519338191
449	0.3516199539
450	0.3514476127
451	0.351031044
452	0.3508824652
453	0.3506826103
454	0.3505741165
455	0.3503344018
456	0.3500029194
457	0.3498452323
458	0.3494976564
459	0.3493161642
460	0.3491391124
461	0.3490007395
462	0.3487550091
463	0.3483508809
464	0.3481343301
465	0.3478783336
466	0.3475542393
467	0.3474886429
468	0.3472860236
469	0.3469719036
470	0.3468363298
471	0.3466415049
472	0.3464348168
473	0.3462962917
474	0.3460114327
475	0.3458643699
476	0.3453596916
477	0.3451086895
478	0.3448706271
479	0.3447689696
480	0.3444735969
481	0.3441872959
482	0.3441270601
483	0.3440265347
484	0.3437921201
485	0.3437169404
486	0.343379204
487	0.3431454089
488	0.3429090085
489	0.3427991059
490	0.342712508
491	0.3425558703
492	0.3424448068
493	0.3422631915
494	0.3421713996
495	0.3419218652
496	0.3417620083
497	0.3416288755
498	0.341363516
499	0.3411850383
500	0.3410719228
501	0.3409341002
502	0.3408288441
503	0.3407866431
504	0.3404702481
505	0.3403850859
506	0.3402195673
507	0.3401633122
508	0.3400505731
509	0.3398910575
510	0.3396608752
511	0.3394342516
512	0.339158185
513	0.3388713736
514	0.3388284968
515	0.3386799333
516	0.3384787513
517	0.3382847981
518	0.3380835643
519	0.3379820858
520	0.3375393303
521	0.3373105288
522	0.3370770186
523	0.3368553152
524	0.3366521747
525	0.3365300474
526	0.3361879934
527	0.3360736992
528	0.3359335104
529	0.3356542511
530	0.3354582683
531	0.3354188508
532	0.3352680268
533	0.3348987726
534	0.3348371715
535	0.3345885585
536	0.334454631
537	0.3343642152
538	0.3341813697
539	0.3337652433
540	0.3336432597
541	0.3333660398
542	0.3332607332
543	0.3328770429
544	0.3327270418
545	0.3326277257
546	0.3325501885
547	0.332442193
548	0.3323644574
549	0.332229133
550	0.3321479893
551	0.3318915187
552	0.331665561
553	0.3315787557
554	0.3314641742
555	0.3311692259
556	0.3308978807
557	0.3306937034
558	0.3304816128
559	0.3303554721
560	0.3301250751
561	0.3300314275
562	0.3298715427
563	0.3298674074
564	0.3296418663
565	0.3296064339
566	0.3294385807
567	0.3292736901
568	0.3291524957
569	0.3289979975
570	0.328895307
571	0.3287035362
572	0.3285245868
573	0.3283963328
574	0.3282873185
575	0.3280407201
576	0.3277478205
577	0.327554772
578	0.327420786
579	0.3273612019
580	0.3269852524
581	0.326896567
582	0.3267375062
583	0.3266330538
584	0.3265436565
585	0.3263085438
586	0.3261494702
587	0.3260764344
588	0.3258812435
589	0.325701594
590	0.3254567348
591	0.3253026231
592	0.3251942179
593	0.324955341
594	0.3247711287
595	0.3246370721
596	0.3244299723
597	0.3243282571
598	0.3242118119
599	0.3240371772
600	0.3238637425
601	0.3235558452
602	0.3233788233
603	0.3232769784
604	0.3231317455
605	0.3229183347
606	0.3228542775
607	0.3226330189
608	0.3224873344
609	0.3222100581
610	0.3219588884
611	0.3217046036
612	0.3213242992
613	0.3212063836
614	0.3210493363
615	0.3209335988
616	0.3208989757
617	0.3205852377
618	0.3204159092
619	0.3201424591
620	0.3200865026
621	0.3198969418
622	0.3198590921
623	0.3197563578
624	0.3195730609
625	0.3194380475
626	0.3192938453
627	0.3191822208
628	0.3189366484
629	0.3189227269
630	0.3186953532
631	0.3185818498
632	0.3182590067
633	0.3181397796
634	0.3179234159
635	0.3178539781
636	0.3177410375
637	0.3175059587
638	0.317395885
639	0.3170931261
640	0.3169989915
641	0.3168199731
642	0.3167317231
643	0.3165377991
644	0.3164599805
645	0.3163460928
646	0.3162746546
647	0.3161251344
648	0.3160070181
649	0.3158588987
650	0.3156861221
651	0.3155583529
652	0.3154055992
653	0.3150736734
654	0.3149001134
655	0.3147719122
656	0.3146351799
657	0.3144297228
658	0.3142389122
659	0.314183173
660	0.3140688451
661	0.3139711644
662	0.3138203864
663	0.3137416528
664	0.3134288647
665	0.3133034983
666	0.3131764644
667	0.3129744208
668	0.3129081945
669	0.3127778156
670	0.3126607593
671	0.3125139757
672	0.312289471
673	0.3121812748
674	0.3120280827
675	0.3119226492
676	0.311771691
677	0.3116632156
678	0.3115865271
679	0.3114284318
680	0.3112368281
681	0.3110733782
682	0.3108811722
683	0.310608815
684	0.3104004884
685	0.3100241321
686	0.3099557055
687	0.3097853508
688	0.3095420131
689	0.3092756791
690	0.3092621819
691	0.3090714864
692	0.3088732993
693	0.3086086122
694	0.3083326844
695	0.3081909756
696	0.3080140907
697	0.307996764
698	0.3078685416
699	0.3077680162
700	0.3076630951
701	0.3075370432
702	0.3073693941
703	0.3072171586
704	0.3071701497
705	0.3070300489
706	0.3068065718
707	0.3066104298
708	0.3065273639
709	0.3063005571
710	0.306219432
711	0.3060001993
712	0.3059192211
713	0.3058007322
714	0.3057485071
715	0.3056989049
716	0.3055584007
717	0.305410662
718	0.3052346218
719	0.3051752166
720	0.3050572126
721	0.3049827279
722	0.3048508771
723	0.3045569042
724	0.3043740041
725	0.3043242834
726	0.3040110636
727	0.3039244181
728	0.3038240952
729	0.3036857637
730	0.3034242397
731	0.3032679836
732	0.3031026892
733	0.3030189723
734	0.302900851
735	0.3028385747
736	0.3026802623
737	0.3023924018
738	0.3022072495
739	0.3021328076
740	0.3020471979
741	0.3019034239
742	0.3017002012
743	0.3014299472
744	0.3012821565
745	0.3011648133
746	0.3011132089
747	0.3010878808
748	0.3008385639
749	0.3006373794
750	0.3004551296
751	0.3004055835
752	0.3003170761
753	0.3002492691
754	0.3001309544
755	0.3000126715
756	0.2998010477
757	0.299736637
758	0.2996490239
759	0.2995662687
760	0.2995473841
761	0.2994222786
762	0.2993897339
763	0.2993219209
764	0.2991809165
765	0.2988444173
766	0.2988240921
767	0.2986904314
768	0.2985315028
769	0.2983167632
770	0.2981541268
771	0.2980588719
772	0.2979058939
773	0.2978414165
774	0.2976427646
775	0.297615966
776	0.2975349825
777	0.2974181489
778	0.2972328072
779	0.2971311796
780	0.2970184914
781	0.2968761527
782	0.2968064472
783	0.2965963123
784	0.2963770518
785	0.2963413979
786	0.2961924297
787	0.2960858417
788	0.295860145
789	0.29558993
790	0.2954004526
791	0.2952762972
792	0.2951677993
793	0.2949838748
794	0.2949001438
795	0.2946208246
796	0.294422073
797	0.2941758492
798	0.2941614243
799	0.2939429838
800	0.2938774984
801	0.2936899376
802	0.2933565246
803	0.2931269045
804	0.2930059587
805	0.2929119431
806	0.2928629239
807	0.2927105332
808	0.2924634848
809	0.2922762618
810	0.2922271085
811	0.2920936833
812	0.2920590062
813	0.2918452968
814	0.2917754767
815	0.2914898806
816	0.291361977
817	0.2911403538
818	0.2910207324
819	0.2907843891
820	0.2907109476
821	0.2906270935
822	0.2904123085
823	0.2902802342
824	0.2901834898
825	0.2901423042
826	0.290042804
827	0.289910566
828	0.2898737831
829	0.2896639285
830	0.2895083903
831	0.2892406531
832	0.2889893302
833	0.2885467538
834	0.2884279265
835	0.2881428475
836	0.287890518
837	0.2876276554
838	0.287299169
839	0.2870098282
840	0.2868842098
841	0.2868287972
842	0.2864294782
843	0.2862183169
844	0.2861349599
845	0.2860515574
846	0.285989091
847	0.285790812
848	0.2854766968
849	0.2852825587
850	0.2851678048
851	0.2848585688
852	0.2846983058
853	0.2846536686
854	0.2846021253
855	0.2844643509
856	0.2843954292
857	0.2841933178
858	0.2840978758
859	0.2839645093
860	0.28379656
861	0.283515714
862	0.2833634903
863	0.2831315933
864	0.2829382464
865	0.282884369
866	0.2827749522
867	0.2826680199
868	0.282358841
869	0.2821912355
870	0.2820805924
871	0.2819990562
872	0.281838936
873	0.2816346778
874	0.2813348895
875	0.2812887443
876	0.2811096671
877	0.2809994871
878	0.2808461928
879	0.2806974297
880	0.2805690498
881	0.2804719355
882	0.2803751423
883	0.2801013444
884	0.2799110676
885	0.2795776264
886	0.279479829
887	0.2794509957
888	0.2792517236
889	0.2791942416
890	0.279167623
891	0.2790279986
892	0.2789035323
893	0.2788067235
894	0.2785917823
895	0.2784927172
896	0.2782834605
897	0.2782569537
898	0.2780321083
899	0.2779038459
900	0.2778888761
901	0.2777276039
902	0.2774441545
903	0.2773918556
904	0.2770876407
905	0.2769860139
906	0.2769572519
907	0.276861764
908	0.2767844471
909	0.2766526911
910	0.2764514837
911	0.2762676164
912	0.2760636108
913	0.2758542849
914	0.2757045952
915	0.2754703237
916	0.275319642
917	0.2751208156
918	0.274994964
919	0.2749082808
920	0.2747560214
921	0.2746296111
922	0.2745746883
923	0.2745416599
924	0.2742382637
925	0.274139948
926	0.2740335583
927	0.2739670241
928	0.2739297248
929	0.2739073356
930	0.2736755106
931	0.2734763927
932	0.273214673
933	0.2730113535
934	0.2727899355
935	0.2726002336
936	0.2725880683
937	0.2724890592
938	0.2723365066
939	0.2722222066
940	0.2720660133
941	0.2719260499
942	0.2718870657
943	0.2717017951
944	0.2715684149
945	0.27138738
946	0.2711997786
947	0.2709356699
948	0.2706255879
949	0.2704467346
950	0.2703458102
951	0.2703070243
952	0.2702552327
953	0.2701762813
954	0.2699445182
955	0.2699044861
956	0.2697217814
957	0.2694334713
958	0.2694156593
959	0.2692551656
960	0.269008311
961	0.2687384681
962	0.2685692188
963	0.2685159111
964	0.2682896171
965	0.2680690649
966	0.267889449
967	0.2678790343
968	0.2677860048
969	0.2676917961
970	0.2673442763
971	0.2671108289
972	0.2670372006
973	0.2669570621
974	0.266823476
975	0.2666133401
976	0.2665973181
977	0.2664377749
978	0.2664209614
979	0.2662039
980	0.2661888206
981	0.2661640007
982	0.2659928
983	0.2657895369
984	0.2656226117
985	0.2654541205
986	0.2652647711
987	0.2651763698
988	0.2650140199
989	0.2650008155
990	0.264801612
991	0.2647796323
992	0.264507933
993	0.2642995067
994	0.2641214383
995	0.2639044126
996	0.2637445034
997	0.2637275842
998	0.263474713
999	0.2634441598
